"wikidata_uri","label","birth_year","gender","label","geo_coordinates","wikidata_uri"
http://www.wikidata.org/entity/Q2272484,José Rodrigues dos Santos,1964,male,Beira,POINT(34.850000 -19.833333),http://www.wikidata.org/entity/Q211563
http://www.wikidata.org/entity/Q22919701,Pyotr Sokalsky,1832,male,Kharkiv,POINT(36.231111 49.992500),http://www.wikidata.org/entity/Q42308
http://www.wikidata.org/entity/Q230068,Ève Curie,1904,female,"13th arrondissement of Paris",POINT(2.355556 48.832222),http://www.wikidata.org/entity/Q175129
http://www.wikidata.org/entity/Q23035828,James Francis Jewell Archibald,1871,male,Chautauqua County,POINT(-79.410000 42.300000),http://www.wikidata.org/entity/Q115061
http://www.wikidata.org/entity/Q23041503,George Abel Schreiner,1875,male,Avricourt,POINT(6.806389 48.650833),http://www.wikidata.org/entity/Q22110
http://www.wikidata.org/entity/Q23434,Ernest Hemingway,1899,male,Oak Park,POINT(-87.789444 41.888333),http://www.wikidata.org/entity/Q331397
http://www.wikidata.org/entity/Q238364,Margaret Bourke-White,1904,female,The Bronx,POINT(-73.873333 40.846667),http://www.wikidata.org/entity/Q18426
http://www.wikidata.org/entity/Q2389423,Benjamin Lowy,1979,male,New York City,POINT(-74.006111 40.712778),http://www.wikidata.org/entity/Q60
http://www.wikidata.org/entity/Q24005884,Benjamin Hall,1982,male,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q24009876,Olga Allenova,1976,female,Mozdok,POINT(44.650000 43.750000),http://www.wikidata.org/entity/Q46639
http://www.wikidata.org/entity/Q2401525,Yves Courrière,1935,male,"12th arrondissement of Paris",POINT(2.388183 48.840808),http://www.wikidata.org/entity/Q171689
http://www.wikidata.org/entity/Q2405682,Terry Lloyd,1952,male,Derby,POINT(-1.476667 52.921667),http://www.wikidata.org/entity/Q43475
http://www.wikidata.org/entity/Q2434219,Tim Page,1944,male,Royal Tunbridge Wells,POINT(0.263000 51.132000),http://www.wikidata.org/entity/Q665489
http://www.wikidata.org/entity/Q24352861,Vadim Fefilov,1967,male,Lensk,POINT(114.900000 60.716667),http://www.wikidata.org/entity/Q157493
http://www.wikidata.org/entity/Q24398939,David Gilkey,1966,male,Portland,POINT(-122.679167 45.515000),http://www.wikidata.org/entity/Q6106
http://www.wikidata.org/entity/Q24690123,François-Xavier Roch,1946,male,Montbéliard,POINT(6.798333 47.509722),http://www.wikidata.org/entity/Q154715
http://www.wikidata.org/entity/Q24954706,William Restrepo Cortés,1943,male,Pereira,POINT(-75.694558 4.814278),http://www.wikidata.org/entity/Q51111
http://www.wikidata.org/entity/Q2519739,Semyon Kirsanov,1906,male,Odesa,POINT(30.732620 46.477470),http://www.wikidata.org/entity/Q1874
http://www.wikidata.org/entity/Q25927242,Eric Borchert,1911,male,Chernyakhovsk,POINT(21.816667 54.633333),http://www.wikidata.org/entity/Q5655
http://www.wikidata.org/entity/Q25927246,Wolfgang Vennemann,1908,male,Treptow,POINT(13.479444 52.484167),http://www.wikidata.org/entity/Q677833
http://www.wikidata.org/entity/Q25929740,Kalevi Heikkinen,1911,male,Kestilä,POINT(26.279167 64.351389),http://www.wikidata.org/entity/Q992303
http://www.wikidata.org/entity/Q262117,H. S. Wong,1900,male,Beijing,POINT(116.407526 39.904030),http://www.wikidata.org/entity/Q956
http://www.wikidata.org/entity/Q262660,Kevin Carter,1960,male,Johannesburg,POINT(28.041639 -26.204361),http://www.wikidata.org/entity/Q34647
http://www.wikidata.org/entity/Q2636873,Alan Winnington,1910,male,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q2646947,Alice Schalek,1874,female,Vienna,POINT(16.372500 48.208333),http://www.wikidata.org/entity/Q1741
http://www.wikidata.org/entity/Q265131,Lee Miller,1907,female,Poughkeepsie,POINT(-73.930555 41.705278),http://www.wikidata.org/entity/Q178093
http://www.wikidata.org/entity/Q265810,Judith Miller,1948,female,New York City,POINT(-74.006111 40.712778),http://www.wikidata.org/entity/Q60
http://www.wikidata.org/entity/Q2674537,Gilles Jacquier,1968,male,Évian-les-Bains,POINT(6.590000 46.400556),http://www.wikidata.org/entity/Q273017
http://www.wikidata.org/entity/Q26934893,Éric Schwab,1910,male,Hamburg,POINT(10.000000 53.550000),http://www.wikidata.org/entity/Q1055
http://www.wikidata.org/entity/Q269475,Tvrtko Vujity,1972,male,Pécs,POINT(18.233056 46.070833),http://www.wikidata.org/entity/Q45779
http://www.wikidata.org/entity/Q27074156,Jeroen Oerlemans,1970,male,Vught,POINT(5.287500 51.653330),http://www.wikidata.org/entity/Q12013510
http://www.wikidata.org/entity/Q27132590,Paul Averitt,1923,male,Nashville,POINT(-86.774444 36.162222),http://www.wikidata.org/entity/Q23197
http://www.wikidata.org/entity/Q27178338,Charles Tory Bruce,1906,male,Port Shoreham,POINT(-61.420800 45.423800),http://www.wikidata.org/entity/Q7230935
http://www.wikidata.org/entity/Q272847,Chingiz Mustafayev,1960,male,Kapustin Yar,POINT(45.777778 48.567222),http://www.wikidata.org/entity/Q4213297
http://www.wikidata.org/entity/Q27862277,Kathleen Harriman Mortimer,1917,female,New York City,POINT(-74.006111 40.712778),http://www.wikidata.org/entity/Q60
http://www.wikidata.org/entity/Q278806,A. J. Liebling,1904,male,New York City,POINT(-74.006111 40.712778),http://www.wikidata.org/entity/Q60
http://www.wikidata.org/entity/Q27924793,Leo Leixner,1908,male,Thörl-Maglern,POINT(13.652500 46.543333),http://www.wikidata.org/entity/Q1289133
http://www.wikidata.org/entity/Q27927553,Réginald Kann,1876,male,Paris,POINT(2.352222 48.856667),http://www.wikidata.org/entity/Q90
http://www.wikidata.org/entity/Q28096541,Georg Schödl,1899,male,Munich,POINT(11.575000 48.137500),http://www.wikidata.org/entity/Q1726
http://www.wikidata.org/entity/Q2825193,Adrien Jaulmes,1970,male,Albertville,POINT(6.392500 45.675833),http://www.wikidata.org/entity/Q159469
http://www.wikidata.org/entity/Q2830047,Alain Louyot,1948,male,Nancy,POINT(6.183611 48.692778),http://www.wikidata.org/entity/Q40898
http://www.wikidata.org/entity/Q28482313,Vagram Apresyan,1907,male,Ijevan,POINT(45.149167 40.875556),http://www.wikidata.org/entity/Q62367
http://www.wikidata.org/entity/Q2851571,Annick Cojean,1957,female,Brest,POINT(-4.486945 48.390000),http://www.wikidata.org/entity/Q12193
http://www.wikidata.org/entity/Q2853930,Antoine Fauchery,1823,male,Paris,POINT(2.352222 48.856667),http://www.wikidata.org/entity/Q90
http://www.wikidata.org/entity/Q2865339,Arthur Smet,1932,male,Valenciennes,POINT(3.523333 50.358056),http://www.wikidata.org/entity/Q163795
http://www.wikidata.org/entity/Q28658,John F. Burns,1944,male,Nottingham,POINT(-1.149167 52.955000),http://www.wikidata.org/entity/Q41262
http://www.wikidata.org/entity/Q287994,Edith Durham,1863,female,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q28828792,Michael Christopher Brown,1978,male,United States,POINT(-98.579500 39.828175),http://www.wikidata.org/entity/Q30
http://www.wikidata.org/entity/Q2889554,José Couso Permuy,1965,male,Ferrol,POINT(-8.232778 43.484444),http://www.wikidata.org/entity/Q485329
http://www.wikidata.org/entity/Q2902056,Wayne F. Miller,1918,male,Chicago,POINT(-87.627778 41.881944),http://www.wikidata.org/entity/Q1297
http://www.wikidata.org/entity/Q2905536,John Phillips,1914,male,Bouïra,POINT(3.892500 36.378333),http://www.wikidata.org/entity/Q722522
http://www.wikidata.org/entity/Q2920090,"William Peel, 1st Earl Peel",1867,male,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q2925424,Brigitte Friang,1924,female,"16th arrondissement of Paris",POINT(2.276489 48.863611),http://www.wikidata.org/entity/Q194420
http://www.wikidata.org/entity/Q29344,William T. Vollmann,1959,male,Los Angeles,POINT(-118.243680 34.052230),http://www.wikidata.org/entity/Q65
http://www.wikidata.org/entity/Q2965997,Christine Spengler,1945,female,Alsace,POINT(7.500000 48.500000),http://www.wikidata.org/entity/Q1142
http://www.wikidata.org/entity/Q2966532,Christophe de Ponfilly,1951,male,Neuilly-sur-Seine,POINT(2.267500 48.887222),http://www.wikidata.org/entity/Q48958
http://www.wikidata.org/entity/Q2966626,Christopher Morris,1958,male,California,POINT(-120.000000 37.000000),http://www.wikidata.org/entity/Q99
http://www.wikidata.org/entity/Q2976984,Claude Bernard-Aubert,1930,male,Durtal,POINT(-0.241389 47.671944),http://www.wikidata.org/entity/Q819837
http://www.wikidata.org/entity/Q2984420,Jon Lee Anderson,1957,male,California,POINT(-120.000000 37.000000),http://www.wikidata.org/entity/Q99
http://www.wikidata.org/entity/Q29865014,Katerina Gordeeva,1977,female,Rostov-on-Don,POINT(39.710000 47.222500),http://www.wikidata.org/entity/Q908
http://www.wikidata.org/entity/Q29877791,Eliza Archard Conner,1838,female,Clermont County,POINT(-84.150000 39.050000),http://www.wikidata.org/entity/Q485582
http://www.wikidata.org/entity/Q2991025,Boris Gorbatov,1908,male,Sokolohirsk,POINT(38.561945 48.629722),http://www.wikidata.org/entity/Q1844446
http://www.wikidata.org/entity/Q30076276,Sabina Fedeli,1956,female,Milan,POINT(9.190000 45.466944),http://www.wikidata.org/entity/Q490
http://www.wikidata.org/entity/Q300793,Aage Madelung,1872,male,Sweden,POINT(15.000000 61.000000),http://www.wikidata.org/entity/Q34
http://www.wikidata.org/entity/Q3017426,David Axe,1953,male,Arlington,POINT(-97.122839 32.705033),http://www.wikidata.org/entity/Q17943
http://www.wikidata.org/entity/Q3019247,Michał Dadlez,1895,male,Rava-Ruska,POINT(23.616666 50.250000),http://www.wikidata.org/entity/Q997343
http://www.wikidata.org/entity/Q3026649,Dick de Lonlay,1846,male,Saint-Malo,POINT(-2.026111 48.649444),http://www.wikidata.org/entity/Q163108
http://www.wikidata.org/entity/Q3048455,Edward Behr,1926,male,"16th arrondissement of Paris",POINT(2.276489 48.863611),http://www.wikidata.org/entity/Q194420
http://www.wikidata.org/entity/Q30560636,Véronique Robert,1962,female,Morges,POINT(6.498611 46.509447),http://www.wikidata.org/entity/Q69401
http://www.wikidata.org/entity/Q3080180,Fox Butterfield,1939,male,Lancaster,POINT(-76.304445 40.039722),http://www.wikidata.org/entity/Q320514
http://www.wikidata.org/entity/Q3083410,François-Jean Armorin,1923,male,Crest,POINT(5.022222 44.728333),http://www.wikidata.org/entity/Q327259
http://www.wikidata.org/entity/Q310900,Robert Fisk,1946,male,Maidstone,POINT(0.529444 51.271667),http://www.wikidata.org/entity/Q213180
http://www.wikidata.org/entity/Q3116258,Greg Marinovich,1962,male,Springs,POINT(28.442778 -26.254722),http://www.wikidata.org/entity/Q761408
http://www.wikidata.org/entity/Q3121101,Gustave Alaux,1887,male,Bordeaux,POINT(-0.579444 44.837778),http://www.wikidata.org/entity/Q1479
http://www.wikidata.org/entity/Q312407,John Dos Passos,1896,male,Chicago,POINT(-87.627778 41.881944),http://www.wikidata.org/entity/Q1297
http://www.wikidata.org/entity/Q312637,Curzio Malaparte,1898,male,Prato,POINT(11.096561 43.880814),http://www.wikidata.org/entity/Q13377
http://www.wikidata.org/entity/Q3132687,Keith Murdoch,1885,male,Melbourne,POINT(144.963056 -37.814167),http://www.wikidata.org/entity/Q3141
http://www.wikidata.org/entity/Q3134441,Hervé Chabalier,1945,male,Langogne,POINT(3.855000 44.726667),http://www.wikidata.org/entity/Q199549
http://www.wikidata.org/entity/Q313767,Vasily Grossman,1905,male,Berdychiv,POINT(28.600000 49.891945),http://www.wikidata.org/entity/Q158799
http://www.wikidata.org/entity/Q313899,Edward Steichen,1879,male,Bivange,POINT(6.133333 49.550000),http://www.wikidata.org/entity/Q879165
http://www.wikidata.org/entity/Q3140448,Horace Bristol,1908,male,Whittier,POINT(-118.024445 33.965556),http://www.wikidata.org/entity/Q838791
http://www.wikidata.org/entity/Q3141534,Howard Chandler Christy,1873,male,Zanesville,POINT(-82.012200 39.946100),http://www.wikidata.org/entity/Q146811
http://www.wikidata.org/entity/Q3142466,Lucien Bodard,1914,male,Chongqing,POINT(106.506945 29.550000),http://www.wikidata.org/entity/Q11725
http://www.wikidata.org/entity/Q3154828,Isabel Pisano,1944,female,Montevideo,POINT(-56.191311 -34.905917),http://www.wikidata.org/entity/Q1335
http://www.wikidata.org/entity/Q3158494,Jacques Chancel,1928,male,Ayzac-Ost,POINT(-0.096389 43.023611),http://www.wikidata.org/entity/Q765805
http://www.wikidata.org/entity/Q3161503,James de Coquet,1898,male,Bordeaux,POINT(-0.579444 44.837778),http://www.wikidata.org/entity/Q1479
http://www.wikidata.org/entity/Q3161665,Jan Grarup,1968,male,Denmark,POINT(10.000000 56.000000),http://www.wikidata.org/entity/Q35
http://www.wikidata.org/entity/Q3168550,Jean-Paul Kauffmann,1944,male,Saint-Pierre-la-Cour,POINT(-1.026389 48.115000),http://www.wikidata.org/entity/Q544967
http://www.wikidata.org/entity/Q3168596,Jean-Paul Mari,1950,male,Algiers,POINT(3.058611 36.776389),http://www.wikidata.org/entity/Q3561
http://www.wikidata.org/entity/Q3170750,Jean Bertolino,1936,male,Marseille,POINT(5.376389 43.296667),http://www.wikidata.org/entity/Q23482
http://www.wikidata.org/entity/Q3179715,João Silva,1966,male,Lisbon,POINT(-9.139016 38.708042),http://www.wikidata.org/entity/Q597
http://www.wikidata.org/entity/Q3181505,John Florea,1916,male,Alliance,POINT(-81.108060 40.913330),http://www.wikidata.org/entity/Q985230
http://www.wikidata.org/entity/Q318352,Felice Beato,1832,male,Venice,POINT(12.331944 45.439722),http://www.wikidata.org/entity/Q641
http://www.wikidata.org/entity/Q3189062,Julia Pirotte,1908,female,Końskowola,POINT(22.052778 51.408889),http://www.wikidata.org/entity/Q1959
http://www.wikidata.org/entity/Q3193984,Kate Webb,1943,female,Christchurch,POINT(172.636111 -43.531111),http://www.wikidata.org/entity/Q79990
http://www.wikidata.org/entity/Q3195015,Ken Bell,1914,male,Toronto,POINT(-79.386667 43.670278),http://www.wikidata.org/entity/Q172
http://www.wikidata.org/entity/Q3195075,Ken Oosterbroek,1963,male,Johannesburg,POINT(28.041639 -26.204361),http://www.wikidata.org/entity/Q34647
http://www.wikidata.org/entity/Q3228853,Lee Embree,1915,male,Mechanicsville,POINT(-91.253611 41.905000),http://www.wikidata.org/entity/Q1928311
http://www.wikidata.org/entity/Q3266155,Ludovic Naudeau,1872,male,Boulogne-sur-Mer,POINT(1.613889 50.725555),http://www.wikidata.org/entity/Q81997
http://www.wikidata.org/entity/Q326766,Musa Cälil,1906,male,Mostafa,POINT(54.779410 52.835977),http://www.wikidata.org/entity/Q18791295
http://www.wikidata.org/entity/Q3272873,Yves Debay,1954,male,Lubumbashi,POINT(27.482778 -11.664167),http://www.wikidata.org/entity/Q187593
http://www.wikidata.org/entity/Q327426,Sean Flynn,1941,male,Los Angeles,POINT(-118.243680 34.052230),http://www.wikidata.org/entity/Q65
http://www.wikidata.org/entity/Q3275723,Madeleine Riffaud,1924,female,Arvillers,POINT(2.646945 49.745000),http://www.wikidata.org/entity/Q30885
http://www.wikidata.org/entity/Q3286755,Manuel Bidermanas,1938,male,"9th arrondissement of Paris",POINT(2.336967 48.878281),http://www.wikidata.org/entity/Q275118
http://www.wikidata.org/entity/Q3288026,Marc Flament,1929,male,Bordeaux,POINT(-0.579444 44.837778),http://www.wikidata.org/entity/Q1479
http://www.wikidata.org/entity/Q3288148,Marc Kravetz,1942,male,Neuilly-sur-Seine,POINT(2.267500 48.887222),http://www.wikidata.org/entity/Q48958
http://www.wikidata.org/entity/Q3290513,Margaret Moth,1951,female,Gisborne,POINT(178.017778 -38.662500),http://www.wikidata.org/entity/Q233467
http://www.wikidata.org/entity/Q3296318,Maryse Burgot,1964,female,Combourg,POINT(-1.751667 48.408611),http://www.wikidata.org/entity/Q324273
http://www.wikidata.org/entity/Q3299130,Miroslav Lazanski,1950,male,Karlovac,POINT(15.555833 45.493056),http://www.wikidata.org/entity/Q3617
http://www.wikidata.org/entity/Q3302258,Max Olivier-Lacamp,1914,male,Le Havre,POINT(0.108056 49.494167),http://www.wikidata.org/entity/Q42810
http://www.wikidata.org/entity/Q3303778,Brian Barron,1940,male,Bristol,POINT(-2.597500 51.453611),http://www.wikidata.org/entity/Q23154
http://www.wikidata.org/entity/Q3304570,Namir Noor-Eldeen,1984,male,Mosul,POINT(43.116667 36.366667),http://www.wikidata.org/entity/Q83317
http://www.wikidata.org/entity/Q3310418,Michel Moutot,1961,male,Narbonne,POINT(3.003611 43.184722),http://www.wikidata.org/entity/Q6555
http://www.wikidata.org/entity/Q3310509,Michel Parbot,1938,male,Boulogne-Billancourt,POINT(2.241389 48.835278),http://www.wikidata.org/entity/Q172455
http://www.wikidata.org/entity/Q3311260,Robert Stewart,1917,male,Phoenix,POINT(-112.073889 33.448333),http://www.wikidata.org/entity/Q16556
http://www.wikidata.org/entity/Q333873,Valentin Kataev,1897,male,Odesa,POINT(30.732620 46.477470),http://www.wikidata.org/entity/Q1874
http://www.wikidata.org/entity/Q3351411,Olivier Todd,1929,male,Neuilly-sur-Seine,POINT(2.267500 48.887222),http://www.wikidata.org/entity/Q48958
http://www.wikidata.org/entity/Q3371766,Paul Marchand,1961,male,Amiens,POINT(2.297778 49.891945),http://www.wikidata.org/entity/Q41604
http://www.wikidata.org/entity/Q3371867,Paul Moreira,1961,male,Lisbon,POINT(-9.139016 38.708042),http://www.wikidata.org/entity/Q597
http://www.wikidata.org/entity/Q3379683,Philippe Daudy,1925,male,"16th arrondissement of Paris",POINT(2.276489 48.863611),http://www.wikidata.org/entity/Q194420
http://www.wikidata.org/entity/Q3380646,Philippe Rochot,1946,male,Dijon,POINT(5.041945 47.323055),http://www.wikidata.org/entity/Q7003
http://www.wikidata.org/entity/Q3395389,Philip Jones Griffiths,1936,male,Rhuddlan,POINT(-3.464000 53.294000),http://www.wikidata.org/entity/Q1807193
http://www.wikidata.org/entity/Q3425759,René Arcos,1881,male,Clichy,POINT(2.305556 48.903611),http://www.wikidata.org/entity/Q201982
http://www.wikidata.org/entity/Q3429979,Ri In Mo,1917,male,Kimhyonggwon County,POINT(128.166667 40.750000),http://www.wikidata.org/entity/Q196242
http://www.wikidata.org/entity/Q3436576,Robert Wilton,1868,male,Norfolk,POINT(0.950000 52.672500),http://www.wikidata.org/entity/Q23109
http://www.wikidata.org/entity/Q345336,Valentin Areh,1971,male,Ljubljana,POINT(14.506111 46.051389),http://www.wikidata.org/entity/Q437
http://www.wikidata.org/entity/Q345666,Roger Fenton,1819,male,"Crimble Hall, Heywood",POINT(-2.208570 53.604500),http://www.wikidata.org/entity/Q114876258
http://www.wikidata.org/entity/Q34743,Rudyard Kipling,1865,male,Mumbai,POINT(72.877500 19.075833),http://www.wikidata.org/entity/Q1156
http://www.wikidata.org/entity/Q3486610,Robert F. Sargent,1918,male,St. Charles,POINT(-88.311012 41.919243),http://www.wikidata.org/entity/Q578481
http://www.wikidata.org/entity/Q3492049,Iosif Berman,1892,male,Burdujeni,POINT(26.279722 47.672222),http://www.wikidata.org/entity/Q18537031
http://www.wikidata.org/entity/Q3496830,Stanley Greene,1949,male,Brooklyn,POINT(-73.949722 40.650833),http://www.wikidata.org/entity/Q18419
http://www.wikidata.org/entity/Q3501551,Stéphane Allix,1968,male,Boulogne-Billancourt,POINT(2.241389 48.835278),http://www.wikidata.org/entity/Q172455
http://www.wikidata.org/entity/Q3502694,Arkady Shaikhet,1898,male,Mykolaiv,POINT(31.995000 46.975000),http://www.wikidata.org/entity/Q41572
http://www.wikidata.org/entity/Q3511688,Jaromír Štětina,1943,male,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q352870,Joe Rosenthal,1911,male,"Washington, D.C.",POINT(-77.036667 38.895000),http://www.wikidata.org/entity/Q61
http://www.wikidata.org/entity/Q3530288,Todd Webb,1905,male,Detroit,POINT(-83.047500 42.331667),http://www.wikidata.org/entity/Q12439
http://www.wikidata.org/entity/Q356537,Joseph Kessel,1898,male,Villa Clara,POINT(-58.816667 -31.833333),http://www.wikidata.org/entity/Q2955801
http://www.wikidata.org/entity/Q3565826,Walter Martínez,1941,male,Montevideo,POINT(-56.191311 -34.905917),http://www.wikidata.org/entity/Q1335
http://www.wikidata.org/entity/Q3574217,Yvonne Pagniez,1896,female,Cauroir,POINT(3.301944 50.174445),http://www.wikidata.org/entity/Q1064854
http://www.wikidata.org/entity/Q3595401,Gareth Porter,1942,male,Independence,POINT(-95.711400 37.228300),http://www.wikidata.org/entity/Q1904322
http://www.wikidata.org/entity/Q361163,Yevgeny Khaldei,1916,male,Donetsk,POINT(37.802778 48.015833),http://www.wikidata.org/entity/Q43070
http://www.wikidata.org/entity/Q362337,Nick Ut,1951,male,Bình Quới,POINT(106.465387 10.508976),http://www.wikidata.org/entity/Q10742529
http://www.wikidata.org/entity/Q3646655,Melchior Wańkowicz,1892,male,Kaliužyca,POINT(28.818056 53.988889),http://www.wikidata.org/entity/Q6398138
http://www.wikidata.org/entity/Q3675375,Cengiz Çandar,1948,male,Ankara,POINT(32.838690 39.935760),http://www.wikidata.org/entity/Q3640
http://www.wikidata.org/entity/Q371701,Joshua Benoliel,1873,male,Lisbon,POINT(-9.139016 38.708042),http://www.wikidata.org/entity/Q597
http://www.wikidata.org/entity/Q3733969,Ettore Mo,1932,male,Borgomanero,POINT(8.466667 45.700000),http://www.wikidata.org/entity/Q22111
http://www.wikidata.org/entity/Q3751279,Franco Di Mare,1955,male,Naples,POINT(14.248611 40.835833),http://www.wikidata.org/entity/Q2634
http://www.wikidata.org/entity/Q3751306,Franco Ferrari,1929,male,Sondrio,POINT(9.870000 46.169720),http://www.wikidata.org/entity/Q6274
http://www.wikidata.org/entity/Q377314,Mika Yamamoto,1967,female,Tsuru,POINT(138.905444 35.551528),http://www.wikidata.org/entity/Q747362
http://www.wikidata.org/entity/Q381369,Kenji Nagai,1957,male,Imabari,POINT(132.997778 34.066167),http://www.wikidata.org/entity/Q461020
http://www.wikidata.org/entity/Q3814766,Mikhail P. Fyodorov,1845,male,Kursk,POINT(36.187222 51.737222),http://www.wikidata.org/entity/Q3159
http://www.wikidata.org/entity/Q383177,Sorj Chalandon,1952,male,Tunis,POINT(10.180000 36.800833),http://www.wikidata.org/entity/Q3572
http://www.wikidata.org/entity/Q3838496,Lucian Perkins,1953,male,Fort Worth,POINT(-97.332500 32.756389),http://www.wikidata.org/entity/Q16558
http://www.wikidata.org/entity/Q38415,Ernie Pyle,1900,male,Dana,POINT(-87.494200 39.806700),http://www.wikidata.org/entity/Q389733
http://www.wikidata.org/entity/Q38455487,Egbert Guy Fowx,1821,male,Kentucky,POINT(-85.000000 37.500000),http://www.wikidata.org/entity/Q1603
http://www.wikidata.org/entity/Q387323,Raoul Coutard,1924,male,"4th arrondissement of Paris",POINT(2.355556 48.855556),http://www.wikidata.org/entity/Q230127
http://www.wikidata.org/entity/Q3888622,Kaveh Golestan,1950,male,Abadan,POINT(48.304167 30.339167),http://www.wikidata.org/entity/Q63049
http://www.wikidata.org/entity/Q39212,John Steinbeck,1902,male,Salinas,POINT(-121.655555 36.677778),http://www.wikidata.org/entity/Q488125
http://www.wikidata.org/entity/Q3966492,Spencer Platt,1970,male,Westport,POINT(-73.357895 41.141486),http://www.wikidata.org/entity/Q586762
http://www.wikidata.org/entity/Q3980231,Taizo Ichinose,1947,male,Takeo,POINT(130.021472 33.194750),http://www.wikidata.org/entity/Q877220
http://www.wikidata.org/entity/Q4057482,Ğädel Qutuy,1903,male,Tatarsky Kanadey,POINT(46.909400 53.091700),http://www.wikidata.org/entity/Q16014737
http://www.wikidata.org/entity/Q4065947,Mikhail Andriasov,1914,male,Millerovo,POINT(40.400000 48.916667),http://www.wikidata.org/entity/Q158872
http://www.wikidata.org/entity/Q4069303,Fedor Aristov,1888,male,Varnavino,POINT(45.092222 57.402778),http://www.wikidata.org/entity/Q3739708
http://www.wikidata.org/entity/Q4071335,Darya Aslamova,1969,female,Khabarovsk,POINT(135.066667 48.483333),http://www.wikidata.org/entity/Q4454
http://www.wikidata.org/entity/Q4104509,Aleksey Vasilyev,1939,male,Saint Petersburg,POINT(30.316667 59.950000),http://www.wikidata.org/entity/Q656
http://www.wikidata.org/entity/Q4104688,Sergey Vasilyev,1911,male,Kurgan,POINT(65.341111 55.440833),http://www.wikidata.org/entity/Q13379
http://www.wikidata.org/entity/Q4121800,Liya Solomyanskaya,1907,female,Minsk,POINT(27.561837 53.902246),http://www.wikidata.org/entity/Q2280
http://www.wikidata.org/entity/Q4122755,Boris Voytekhov,1911,male,Saint Petersburg,POINT(30.316667 59.950000),http://www.wikidata.org/entity/Q656
http://www.wikidata.org/entity/Q4137820,Semyon Gekht,1900,male,Odesa,POINT(30.732620 46.477470),http://www.wikidata.org/entity/Q1874
http://www.wikidata.org/entity/Q4139307,Theodore K Gladkov,1932,male,Moscow,POINT(37.617500 55.750556),http://www.wikidata.org/entity/Q649
http://www.wikidata.org/entity/Q4140923,Sergey Govorukhin,1961,male,Kharkiv,POINT(36.231111 49.992500),http://www.wikidata.org/entity/Q42308
http://www.wikidata.org/entity/Q4147927,Sergey (zjoernalist) Grankin,1968,male,Saint Petersburg,POINT(30.316667 59.950000),http://www.wikidata.org/entity/Q656
http://www.wikidata.org/entity/Q4150330,Mark Grossman,1917,male,Rostov-on-Don,POINT(39.710000 47.222500),http://www.wikidata.org/entity/Q908
http://www.wikidata.org/entity/Q4154495,Savva Dangulov,1912,male,Armavir,POINT(41.116667 45.000000),http://www.wikidata.org/entity/Q15767
http://www.wikidata.org/entity/Q4168436,Ivan Drozdov,1922,male,Bekovsky District,POINT(43.710000 52.465000),http://www.wikidata.org/entity/Q2706920
http://www.wikidata.org/entity/Q41692082,John Reekie,1829,male,Scotland,POINT(-5.000000 57.000000),http://www.wikidata.org/entity/Q22
http://www.wikidata.org/entity/Q4172957,Emmanuil Evzerikhin,1911,male,Rostov-on-Don,POINT(39.710000 47.222500),http://www.wikidata.org/entity/Q908
http://www.wikidata.org/entity/Q4191147,Alexander Zemlianichenko,1950,male,Saratov,POINT(46.035000 51.530000),http://www.wikidata.org/entity/Q5332
http://www.wikidata.org/entity/Q4194814,Mikhail Zygar,1981,male,Moscow,POINT(37.617500 55.750556),http://www.wikidata.org/entity/Q649
http://www.wikidata.org/entity/Q4218911,Bronislav Kezhun,1914,male,Saint Petersburg,POINT(30.316667 59.950000),http://www.wikidata.org/entity/Q656
http://www.wikidata.org/entity/Q4223718,Arkady Klimov,1914,male,Yaransk,POINT(47.868805 57.303306),http://www.wikidata.org/entity/Q198977
http://www.wikidata.org/entity/Q4223982,Alexander Clifford,1909,male,United Kingdom,POINT(-2.000000 54.600000),http://www.wikidata.org/entity/Q145
http://www.wikidata.org/entity/Q42295434,Evgeny Feldman,1991,male,Neuburg an der Donau,POINT(11.183333 48.733333),http://www.wikidata.org/entity/Q125652
http://www.wikidata.org/entity/Q4234152,Igor Korotchenko,1960,male,Riga,POINT(24.106944 56.947500),http://www.wikidata.org/entity/Q1773
http://www.wikidata.org/entity/Q4235649,Kost Herasymenko,1907,male,Prikhidki,POINT(32.683068 50.261316),http://www.wikidata.org/entity/Q4379306
http://www.wikidata.org/entity/Q4235683,Yakov Kostyukovsky,1921,male,Zolotonosha,POINT(32.033333 49.666667),http://www.wikidata.org/entity/Q219769
http://www.wikidata.org/entity/Q4240974,Yevgeny Kriger,1906,male,Odesa,POINT(30.732620 46.477470),http://www.wikidata.org/entity/Q1874
http://www.wikidata.org/entity/Q4260204,Howard K. Smith,1914,male,Ferriday,POINT(-91.554560 31.630170),http://www.wikidata.org/entity/Q774914
